class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
y,@Prolifefriend,"Husband , father and grandfather. Retired psychiatric nurse. Author of book The House Behind the Trees. Poems for the Aborted Child. Catholic.",Doug Abell,185,571,1347,2867810823
n,@KarmaNursing,"With Karma you will benefit from our extensive experience in nurse staffing, but also the superior technology we utilize to meet your goals. #NurseJobs",Karma Nursing,176,571,271,3385956953
n,@babydollRICH_,future nurse(; fuck it! I live without regret...,fanii____,2578,570,1257,2730836255
y,@gmaildotorg,"37 year old NY state Nurse. Author (http://lulu.com), musician ( clarinet, voice, piano, sax, trumpet, guitar) daughter Lillian Nichole 14.",Christine MB Green,1964,567,1845,2750658929
n,@Alida_Franches,Nurse Assistant|CPR-AED-FA|Writing Tutor|Professional Writing|Leadership,Alida F. Timmons,2050,564,849,2842737352
n,@FeelinMeJonzey,"BTW '14
Future Neonatal Nurse
SC:  kween_jadiee
IG: shawtyjay___",JAY..,964,563,1273,2507549388
n,@LeahMichelle301,C/o 2016 | SC: Leah_michelle21 | Rule #1_ Never be #2_ #Future Nurse | RIP my angel 8-13-15 | 6/5/2013 __,__Dimples__,2765,563,501,2740111537
n,@CatGobeil,botox injections in Longueuil / Boucherville Catherine is known for her professionalism and respected as an experienced TOP nurse injector. 450-468-9999.,Catherine Gobeil,256,563,59,2775622782
y,@SThijzen,Nurse in Elders Home Proud grandmother of five,Sandra S Thijzen,137,562,1862,2740895546
y,@Nursingmoments,"Moments that made an imprint on my mind, heart, or soul. A simple reminder to stay humble, grateful, and mindful.#nurse #nursing #emergency",Moments in Nursing,582,562,877,3011441168
y,@CannaHeatheRN,,Nurse Heather,312,561,629,2457152527
n,@lexie1487,"28 
Nurse / model /author/mother.........
I'm me if u don't like it I don't care 
If  u following me Plz like Pics and Comment  I'll do the same.__ #TrxllGXDS",mizz badass,528,561,2079,2657454019
y,@celinebeaut1,"Hey celine here, I am a very hardwroking nurse at Dee valley hospital",celine mcqueen,567,561,820,2884125717
y,@maggieclarkelpt,"Professional Lead for School Nurses for Leicester, Leicestershire and Rutland. Queens Nurse. Part of the weschoolnurses team.",maggie clarke,3608,558,265,2474655261
y,@AnnaKrosp,"Lived in Ky all my life, married 25 years. I have four children, nurse of 20 years, trying to enjoy life God has given me",MariaWarren Krosp,355,557,1784,2400934775
y,@bearcunningham,"Proud Cunningham. Div1 Nurse, rep MoodyRacing, @claresfancies __",Clare,187,557,149,2794879394
y,@HeadRNColumbia,Mom. Nurse. Leader. On #1 team in NY - NewYork-Prebyterian. Chief Nursing Officer at Columbia University Medical Center. I love ER & trauma. Tweets are my own.,Courtney Vose,2659,557,386,2888961875
n,@LewdVaporeon,Kaori a cute little Vaporeon!~ I have a family! :3 #LewdEeveelutions Um Battle me if you want! I'm very strong!,Nurse Kaori,361,556,285,2708569710
y,@nursehumor_,nurse humor,Moriah,15,556,523,4167312207
y,@kath_leech,"Mental Health Nurse. I like heavy metal,horror films,crime books,Radio 4 Extra,Criminal Minds & CATS!  Home to Mouse,Scampi,Paws McGraw,Spud & Poppy the bunny.",Kath Leech,8382,555,781,2962152119
y,@helenllowe,"Magicians Daughter #FredLoweMagic. Mother, Nurse/Midwife. Author of 'Hartmann: Malicious Rules', a spine-chilling crime thriller, & a journey to BDSM hell",Helen L Lowe,75,553,1316,2381044640
n,@_Max_Walker,A humble porter at Holby City ED! Step-brother to nurse Robyn and engaged to a consultant,Max Walker,51711,552,380,2569711834
y,@nurselife_,25. Nurse (duh).  Canadian (eh). Eat a lot. Laugh a lot. Sarcastic 97% of the time.,Nurse Life,904,551,161,2412912462
y,@tim_oconn,@tim_oconn I am a #nurse #researcher interested in #chronicpain .Love #networking and #collaborating with other #researchers and #academics.,Tim O Connor,1085,551,2124,3025148655
n,@CourtneyShante1,"boots, booze & boys with tattoos || future nurse||",courtney,481,549,1077,3041302954
y,@EmpowHerHealth,"Empowering Women to Superior Health & Wellness!!! Registered Nurse Mompreneur, Holistic Pregnancy, Birth & Postpartum Advocate, Health Coach & Life Changer!!!",Jessica Strong,365,548,1058,3157622811
y,@Jam3sPJ,Registered Nurse. Principal Lecturer. Doctoral Student. Astronaut. Model. Racing Car Driver. Liar. All views are my own.,James PearsonJenkins,4981,547,553,2811365886
n,@brooklinbeautyy,future nurse,B,1952,547,916,3294011489
y,@healthyfit_sea,Registered Nurse  My goal in life is to motivate people to live a healthier lifestyle. Follow mee to hear my thoughts & ideas,healthy_n_fit,487,545,490,2884296268
y,@NurseBloodyVal,"The Ninja Nurse and sole survivor of lab 7, now working for the Skullgirl... or is she? (Lewd/Non, Detailed and Experienced. Normally Futa can be Fem)",Nurse Valentine,857,545,403,4093003954
y,@Billy9711,father grandfather husband retired firefighter and OR scrub nurse. Now disabled so we are starting our other passion. Gun smithing so welcome and enjoy our site,VanDeven Gun Smith,3834,544,1012,2611161752
n,@USArmyGrlfriend,"A Pinterest fanatic, Nurse-to-be, U.S. Army Girlfriend. Love my Ukrainian-soon-to-be-American-Man. Etsy Shop __ PlethoraOPearls. My __ is in GA.",Amanda,2224,544,289,3010532006
y,@KatherineVgt,"Wife & Mom of two. Nurse.
Nature lover & dogs & animals & architecture.
I really believe the world need more.",Katherine Vogt,408,544,1123,4861895304
y,@Menphysc2gether,Where Mental and Physical Health Fight Together #Air Force veteran #nurse http://facebook.com/pages/Fight-Cl...,Fight Club LLC,1177,543,1965,2982040277
y,@bigsisterhouse,"Make Small Healthy changes, Interest in Health promotion Ex Clinical Research Nurse, Love Good Food, Diets dont work, Make it fun, Life is for Living",kathrynmcnaught,3241,542,954,2397213423
y,@alittlelondoner,"Nurse,mummy,parent/baby blogger Amelia Rose and Harry. Winging my way through parenthood along with husband",alittlelondoner,1610,542,480,2405813207
y,@ShoulderTo,"I am a mom, wife, nurse, Christian, peacemaker; friend2=friendless. I love to make people laugh, :-), Ive been there; can help others or just be your friend!",A Shoulder to cry on,1214,542,938,2493387611
n,@KaitlynnMadden,"My name is Kaitlyn, I am from Bowdon, Georgia. I am 20 years old. My favorite band is Attila. I will be a Certified Registered Nurse Anesthetists by 2019!",Kaitlyn Madden,152,542,1655,2684526985
y,@wilvz04,"Im a Nurse, Capsunian , Nurse since 2011, Love yourself,enough to let go of All the TOXIC: Lovers, Friends, Food and Thoughts BE POSITIVE AS MUCH AS YOU CAN.",Wil Wil Wil,6348,541,743,4177461015
n,@HugYourNurses,,Hug Your Nurse,94,540,530,2929183152
n,@NeuvooNurSD,Check out our Nursing jobs in San Diego on our website http://neuvoo.com/jobs/?k=nurse&l=San+Diego%2C+CA%2C+United+States&f=&p=1&r=15,Nursing San Diego,12832,540,1602,3240572254
n,@nada_sani,"Akademi Keperawatan PEMDA Sumba Barat | Waikabubak 
I'm a NURSE !
Mention for follback :)",Nada Sani,444,539,1245,2536264737
n,@XXXkendraCam,"Asian, cam model, +18 hot girls, big busted wanna squeeze it?",Nurse Kendra,525,539,1427,4036843108
y,@AngiyMichael22,A&E Nurse . Previous incarnation as an Emergency Medicine Research Nurse All views are my own .Re-tweets do not necessarily mean endorsement.,Angiy Michael,1302,538,1642,2918885481
y,@hsmounce,19 years old; tennessee; nurse; i love Jesus; __,#NAME?,75,538,1747,2945153703
y,@Lori_Slocum,"Mom of two, nurse at Eastar Health System & Fundamentalist!",Lori Slocum,109,538,384,2986165567
n,@JEAJobs,"25 + years of exp in Healthcare Recruitmen
Physicians, Physician Assistants, Nurse  Practitioners, Physical, Occupational and Speech Therapists, Staff Nurses,",Frances Wiernusz,7513,537,817,2377701324
y,@maryelang,"I am a wife, mother, burned-out nurse and published author.",Mary,137,537,750,2549128218
y,@DavidAinsNHS,CCG Director of Primary Care; Advanced Nurse Practitioner; Heath advice to celebs/sporting stars. Passionate about the NHS. Views are my own.,David Ainsworth,1760,537,448,2558771055
y,@eman4salah1992,palestanian..... live in Jordan..... Nurse  ^_^,Amoon Salah,222,537,718,2710385486
y,@RamonaSuperfici,"Semi retired nurse, newly married, baker, food enthusiast, freelance writer, stay at home wife when home, world traveler.",Ramona Superficial,325,536,1142,2418169423
n,@GeorgianMess,In love. Future nurse. Christian. Football addict. ǩ_.,Queen,1950,536,127,2883303635
y,@_bbrreeee_,future registered nurse _ #LSU19 sc:bbrree6,brittneyy__,11079,536,394,2919789162
y,@naturalserendi3,Registered Nurse/Aromatherapy,Natural Serendipity,206,536,789,4550453293
y,@Leslie_Blount,"I'm an Alabama girl, critical care nurse, wife & mom. I love country music and The Crimson Tide. Roll Tide Roll!",Leslie Blount,935,534,1055,2883081999
y,@Alyssa122690,_BSN _Private Nurse _Work hard. Play hard ___LovesJM,Alyssa,476,532,1504,3075307231
n,@coleleigh3000,"pansexual trans guy | studying to be a nurse practitioner with a focus in mental health and psychiatry | loves art, music, and nature | He/Him",Cole Leigh,194,532,1016,4324122736
y,@cherhubsher,__NHL Cheerleader|Registered Nurse__|Aspiring Actress| My Super Sweet 16|MTV's Exiled|MTV 'Most Wanted'|Mrs. Tampa Bay 2015,Cher Hubsher,430,530,651,2969082873
y,@renurture,Cosmetic Nurse Inhector,Heather J.,15,530,1709,3271124346
y,@ccnairforce,Small town girl going worldwide with the United States Air Force|Doing what I love| Medevac Nurse| Doing the impossible everyday| Baby anon| #flyfightwin,CowgirlinCombatboots,272,530,964,3350688184
y,@knifehat1,"Unemployed Nurse, loves puppies, kitties and butterflies, Part time Redneck, part time racial profiler, all Pink Floyd Fan, play with my Steely Dan, All Dude.",Knifehat,634,529,1784,2559465793
n,@surabooks,"Sura Books - Leading online competitive exam books for tnpsc group, trb pg, rrb staff nurse, bank, tancet, bsnl jao & other exam study material buy online now.",sura book,2197,529,500,2922322986
n,@Anna_m_Edwards,Nottingham Nurse-leading on revalidation & shared governance. Occasional baker & knitter and caught the travel bug. Instagram- Anniexx28,Anna Edwards,1404,528,768,2606688399
n,@seethenp,SeeThe NP provides evidence based medical and wellness education which is developed by Nurse Practitioners.,SeetheNP,217,527,148,3290129654
n,@RnToday1,"http://Www.ParentalAlienation.simplesite.com
REGISTERED NURSE TURNED ACTIVIST
HUMAN AND CIVIL RIGHTS
THROUGH AND FOR GOD'S GLORY",MelissaYOwens,5311,527,2093,3596165892
n,@nagsusa,"Where Women Meet Weapons Empowering Women : Advancing Freedom through Personal Security, Safety, and Sovereignty.",Nurse & Gun Society,84,527,1561,3917205025
y,@janbhess,Advanced Registered Nurse Practitioner who is politically active in trying to improve access to health care by removing barriers to NP practice.,Janice Hess,3547,526,783,2435757688
n,@gala_crna,GALA is a social group of LGBT Nurse Anesthetists. We foster a positive & supportive environment & provide educational scholarships for our anesthesia students.,GALA CRNA,2960,526,534,3281170910
n,@EDnurserants,tales & rants from a ED nurse,ED Nurse Rants,347,526,723,3319747414
n,@__oohNaNa,future pediatric nurse __ fearing Allah ____ : na-ja : success __,Ms. 19 __,8384,525,461,2508031729
y,@Ludy_Asher,Registered Nurse and Midwife | Crazy | Lover | FANGIRL: @JustSarahG #AshMatt __ IG: ludygurl http://facebook.com/ludhiii http://ludygurl0502.vsco.co,Ludy Florentino __,4284,525,1637,2582155261
y,@JaysGordon,Mom|Wife|Nurse|New Blogger|Bama Football|ATL Braves|Dark Chocolate & Coffee Lover|Wanna Be Writer|Pink|Country Music|British TV Shows|Bama Girl Living In OKC,Jays Gordon,646,524,1338,2790384728
n,@no1offers_tees,"Shop graphic tees by category including dogs, cats, fishing, tattoo, nerd, nurse, hunting, christian, sport and more!",Awesome Tee Designs,456,524,1998,3394600095
y,@thatloudRN,"RN. I have a lot of tattoos and I curse even more. New to the ER, trying to save a life. #nightshift #KCCO #RNtoBSN then FNP starts in 2016 Avi is me",Im that Nurse,556,523,314,3222625722
y,@henry33tan,Henry Tan is a private nurse who also likes sports events. He is very passionate with his work as he loves taking care of other people.,Henry Tan,91045,523,40,3254414976
n,@NecrotizinFlesh,"-MAJOR Rob Ford supporter
-IOS Hacker/ Icloud X
-Rn: Registered Nurse Graduated from College of Psychologists of New York 1993",Dr. Donald Higgs,148,522,1833,2672999792
y,@BlockTherapyRN,Registered Nurse & Certified Block Therapy Instructor at Fluid Isometrics. Discover our life-changing body work practice.,Shelley Elhatton,810,522,1035,2841446241
y,@TheHappyFatKid,SELF LOVE. Lasallian. Registered Nurse. Optimistic. Gullible. Drama Queen. IG: @dramaqueensimon,Simon Cabrera,4229,521,254,2819705239
y,@thorntongillia1,Retired nurse. Buddhist. Love EDM. Especially drum and bass. Very family oriented.,Gillian Thornton,1988,521,1017,2919914897
n,@TeamCarliNorris,"Twitter support page fot Actress Carli Norris, probably best known for playing Martha in Hollyoaks but recently cast in Holby City as Nurse Fran Reynolds.",Carli Norris,1,521,7,3094994842
n,@ThatPedsMurse,"I'd rather be elbow deep in kid shit than adults. You even nurse, bruh? These are my opinions and dont reflect my employer. Talk baseball to me",PedsRn,1214,521,637,3299491403
y,@melkaterupp,"Marathoner, Nurse, UF Grad. and Mom.   #MarathonPitStop #GoT #Nightwatch #TWD. Be careful what you say to me;  my best friend is a sniper. @snipercop21",Mel Kate,1438,520,721,2358705680
y,@ReeemAlharthi,"Life is hard, but no one said you had to go through it alone. There is always Allah to help you get through life ..Student at KAU..Nurse",___ ________,641,520,541,2795866040
n,@CarleeGrantham,"19, Jesus Lover, UHS Alumni, Employed. KPop lover. Gemini ___ Philippians 4:13, Jeremiah 29:11. Science lover. Military lover. Future Navy Nurse.",Carlee Grantham,2541,520,1133,4105829361
n,@KittenishChan,"26/F A fun-sized nurse and a sexy little kitten who loves all things ecchi 
NSFW 18+",__d____ _________ǵ ______,4314,519,2,2530195238
n,@BREADSTIXRYUM,Hi I'm Nurse Compa! Here to help out with your Booboos and stuff!! Especially Neppy! She gets hurt A LOT! @thebeaterhero,__COMPA__,2160,519,768,2804360911
y,@NNUBonnie,Assoc. Executive Director of @NationalNurses & Director of @RNRNurses I am a registered nurse and healthcare champion who believes healthcare is a human right!,Bonnie Castillo,675,519,749,3506130508
n,@nursecierra,"Poshmark Queen 130K+ followers! _ Future Nurse, SIUC/SIUE _ Shop my closet link in bio",Cierra Motley,824,519,1509,3692129188
y,@LeMesaSStMary1,Self made Entrepreneur|Nurse|Manager|Writer|inspiring Actress on the rise...& mother wit! All Business Inquiries|oneonone1@mail.com,Le'Mesa S. St.Mary,897,518,665,3252909326
y,@cloverleafchron,"Mom of 6, author, nurse, educator, lover of coffee, a warm fire and a good book. Dreamer, idealist and a firm believer in everything happens for a reason.",E.V. Jones,1686,517,751,2794339938
y,@claire_ALN,Learning Disability Acute Liaison and Health Facilitation Nurse for CWPT,Claire Geary,708,517,1176,3047026506
n,@tim_redchupka,"freelance illustrator, painter, comic book artist and storyboard artist. Oh, and graduate nurse too.  redchupka@aol.com.",Tim Chupka art,63,517,1166,3128864593
n,@SassyAle_XO,___ Future nurse _ 24 _ Overly emotional _ Gaming is my life _ CAT LOVER ____ [#RuneScape @ Miss Honeyy__]___,Alejandra. __,1297,516,1720,2900029944
n,@wadznapuntukan,new acct (@pilyangkyuting - first account (hacked) - student nurse,kuting,15319,515,433,3106149409
y,@stanwhitt1,"Chair Florida Association of Nurse Practitioners, ARNP, Rural Healthcare Provider",Stan Whittaker,5157,514,857,2612404884
n,@OhGoshIts_Tash,future nurse... if i can make it through college,Tosh,3054,512,603,2530202630
n,@bethiyotte,Nurse Assistant __ _ Native American / French __,bethany iytte,12391,512,456,2911988958
y,@MerDer_obsessed,"a brand-new nurse from Pittsburgh, forever wishing she worked at Grey-Sloan Memorial",Meg,813,512,459,3207458452
y,@KMcchord,"Experienced Doctor and Nurse Practitioner led medical cosmetic clinic in the northern suburbs of Perth, Western Australia. Turn back the clock on aging....",TheGlasgowSkinClinic,191,511,834,3221084665
y,@OHSnursezoe,"#IOSH accredited nurse. Interest in, #occupationalasthma, #ergonomics & #respiratorysurveillance. Wife, mum, stepmum, former nomad & huge James Bond fan.",zoe lightfoot,901,510,700,2709067160
y,@jonnybaldy,"Mental Health Nurse, Improvement Advisor & Programme Lead SPSP Mental Health.  Family, rugby, sport! All views expressed my own however bland! Personal account.",Johnathan MacLennan,413,510,1153,2730958965
y,@cindy_masindis,"Nurse, Self driven person, LOGO: When I fall I will Never Stay Down",Cindy Mukansi,318,507,1898,2745834462
n,@tommoME78,"How's this,LARRY is the biggest load of bliss, I've ever heard.I'm happy,why can't you accept that-Larry is immortal! _ LOUIS-af.LARRY-af.fangirling.L___H092813 _",LARRY STYLINSON___,22506,507,95,2894403470
y,@Seanlicious25,Nurse|Libra|9-25 Instagram @seanlicious25,Sean Ray,2550,506,505,2954305190
y,@nourelhodasala1,nour ____  high nurse ____Egypt ____ smile ____Friends__Crazy,bant be 100 ragl,67,504,1139,2481602870
y,@Adebisi326,"Retired Nurse, Retired In-Flight Service Manager TWA/American, Talk Fusion Helping People Change thieir Lives....",Adebisi Kannike,25,504,1535,3300680233
n,@Graciana91,"__ Student Nurse __ Ambitious __ Spreading God's word __

Discover your God given purpose and live it to the fullest #gracelife",Grace Ball,115,503,1218,3668469436
y,@GabsBalka,Aspiring Pediatric Nurse Practitioner specialized in Oncology. GCU '18 nursing. In love with my best friend,Gabrielle Pieters,4108,502,605,2781455178
n,@cpchamakalayil,"Colleg  lecture.& educational  consultant.  Wife : Cicy Sunny: Staf Nurse. No Children.
.",Sunnycp,103,502,1866,2876759270
n,@http__mariah,"|5_18_15|Future Nurse__, C/o '18",wavvy.wave__,1279,502,574,2913777975
y,@BetaDerHale,RP Account | Married to @SelflessBatman [03/17/15] | Father to @Sassy_Fuzzball | BFF: @AdmirableGinger | #Bi | Content 18+ {Male Nurse at Beacon Hills Hospital},Derek Hale,1471,501,860,2831187616
n,@lm_mays,Future Nurse__Mother of 2 boys & a lil princess__ Beyond Blessed__Simply The Best!__,Doll Face,3284,500,692,2408127120
y,@fangirl_reedus,"Nurse who loves Norman Reedus, The Walking Dead, SOA, BDS, Breaking Bad, and too many to mention;)))  #twd, #normanreedus",Angie,382,500,872,2868816035
n,@iirishx,Do you want my heart between your teeth? // nurse to be //,i r i s h,11491,499,277,2737546640
y,@Auntbean09Jill,Nurse. Fishing. Kayaking. Stand-up. Kansas City Chiefs fan. Coach bag connoisseur.,Jill,61,499,214,3048923362
y,@TaralynRJohnson,"Writer of YA fiction. Nurse. Farm girl. Love Tchaikovsky, Dutch painters, and happy endings.",Taralyn Johnson,48,497,494,2918973925
n,@mightynursemeg,Student Nurse blogger||Follow my journey as I graduate with my BSN and enter the RN world,Mighty Nurse Megan,708,497,492,3271154514
y,@hallleslie54,Certified Pediatric Registered Nurse  Bachelor of Science Degree in Criminal Justice with Consentration in Forensic Sciences __TV Series Bones #Bones 12,Leslie Hall,6712,497,859,3291938103
n,@TnMurse,Male nursing student. 22. Senior in college. Future flight nurse. Adrenaline junkie. Outdoorsman. Die hard Vols fan. I love whiskey https://ask.fm/Cavalier72,Tennessee Murse,1316,496,372,3000889714
n,@Marz_614,17 years young                                          future nurse  music is life,Mariah Angelina,613,495,844,2598943534
y,@ER_Nurse_Diva,ER Nurse. Taking life one fentanyl laced heroin overdose at a time.,ER Nurse Diva,442,495,263,3150523897
y,@BandBbyAnna,"No baby instruction manual required. Just ask Anna. Maternity Nurse, Postnatal Doula, #Baby #SleepConsultant, sharing her knowledge with parents. 1-1 work.",Bumps&BabiesByAnna,678,494,944,2878155649
y,@cathy_moore__,From South Dakota. I'm a nurse anesthetists. Tutor kids part time. Love my horses & my cat Harry Potter.  I heart all things art. I support the arts 100%. :D,Cathy Moore,212,494,2705,4645699508
y,@hill_karenhill3,Senior Nurse professional development. Passionate about golden retrievers. All views & thoughts are my own,Karen Hill,5015,493,673,2361529948
y,@crash_n2me,", STL Cards fan YADI... Dave Matthews Band __proud Mother..Always Sunny freak #1 Bad Ass Nurse! #savinglives.",Penni Laine,489,493,1719,2740141785
n,@EwayyBrown,"Future Nurse, Loving Mom, Friendly person & I always put my family first. #Libra",unBEElievable,320,493,1567,3266242105
y,@AlisonLuckham,Happy go lucky Dental Nurse with a love for Tom Burke but has happily stumbled upon Outlander ... Great Scot !!!!,Alison Luckham,12346,492,330,2411507407
y,@proud2byounique,"Nurse, traveler, cat lover, and Younique presenter!",Nurse T,84,492,716,2713054530
y,@LongLostStark,Daughter of Tony Stark but raised by a preacher. Certified nerd. Nurse/Student 18+ RP/ Crossovers welcome,Elizabeth Stark,4736,492,981,2876737773
y,@SalliPilcherNHS,#Hellomynameis Salli Assiciate Director of Nursing at Cumbria Partnership FT & Queens Nurse. Views my own. RT do not mean agreement or endorsement.,Salli Pilcher,2125,491,718,2372115888
y,@zandilez636,"im a nurse by profession, twin cster, born again wonderfully an fearfully made, friendly pearson an easy to talk too.",Zandile Zandy,40,491,1404,2911041388
n,@leaskalechip,lea michele's kale chip! living life in hopes to become a nurse! dreaming of nyc travels! I'm just Lea and Suicide Squad trash! no curr!,Allie ____,4906,490,732,3437699991
n,@CelineFanpage,Hollyoaks Fanpage for Nurse Celine played by the lovely @sgeorge92 Still waiting for Sarah George to follow me x,Hollyoaks Celine,523,489,498,2826751063
n,@Satalightdish,"Hi, im trish, i am studying health and social care.And have ambitions to go to uni and hopefully become a nurse or doctor i tweet bk xxxxxxx",Patricia todd,69,488,1533,2458369251
n,@audreyringrose,"Graduate S.U.N.Y Morrisville College, University of Rochester in N.Y Nurse, From A Family of Cops/Vets! Patriot, God Bless U.S.A Trump for President 2016!",Audra,1117,487,444,2479657623
y,@ranieldale,25 | Manga reader | Series addict | Registered nurse,Raniel Dale,135,487,205,3138546487
n,@MothersNatureMA,"Prenatal, Postpartum, Neonatal & Lactation Visiting Nurse Services & Education/Groups, 2D/3D/4D Mobile Ultrasound",Mother's Nature,136,486,2005,3076424392
n,@UANurseResearch,"University of Alberta, Research Portfolio, Faculty of Nursing",UofA Nurse Research,1252,485,300,2879976888
y,@stephanienettl2,From  Atlanta  Ga.  Retired  Nurse  Loving  Mother  of  4  Beautiful  Children  &  Love  my  Grandbabies  2  Much  !! ;-),Stephanie   Nettles,391,484,1182,2568387534
y,@wynter_simone,"nursery nurse, montessorian",Simone Bell-Wynter,2039,484,854,2774770012
y,@mjafari47,"Artist, realistic painter, nurse https://www.facebook.com/pages/Mojgan-Jafari/807545999353316?sk=timeline  https://www.facebook.com/profile.php?id=100009559330694",Mojgan Jafari,581,482,465,2981335012
y,@DreeaaaJ,follow me sc: its_dreaa15 CHS '16. Psalms 73:26 ~Aspiring OB Nurse~,Andrea,1836,482,439,3091163876
y,@roniefhelapsay1,"I'm a Nurse who love to write poems, C.E.O and Founder of My Life, Researcher,and Academic writer.",ronie nurse/writer,2627,481,535,2441541025
n,@SierraRex,"Future Nurse, Snap: sierrarexx",Sierra Rex,4211,481,259,2584092319
y,@RandiWoodford,"Being a werewolf is a part of who I am, but I'll always be a human first. Nurse, friend to @MoonGodArtemis. [RP OC. #TheVortexRP. FC: Christina Perri]",Randi Woodford,5121,479,324,2450129588
y,@e6c4a9e9889d40a,"former nurse,caregiver to elderly.Alzheimer's,dementia patients.mother Saints fan,Republican,pro life pro gun #Andrew Marc leather.no pornography.Jesus lover",Susansuno358,2362,479,743,3169508226
n,@ashleyrenee_6,"Stay Golden__|Future kiddo nurse









 @j_decardenas__",Ashley Rodriguez,13066,478,468,3035285089
n,@SpexyLexi,"Loved up, fucked up Nurse with copious amounts of sarcasm...  http://favstar.fm/users/SpexyLexi",Lexi Spex,188,476,1017,2870715544
y,@Strictly_Zoe,Big Strictly Come Dancing Fan. Paediatric Nurse. __,Strictly_Zoe,2007,476,50,3131038330
y,@falroubaiai,Life lover | Knowledge seeker | Food obsessed | #ThirdCultureKid | Registered Nurse | Quality improvement enthusiast @BCPSQC | Views are mine.,Fatima Al-Roubaiai,1237,475,1271,2856840935
y,@drjendoering,"Registered Nurse, Scientist and Professor who loves moms and babies
https://www.facebook.com/drjenniferdoering?fref=ts",Dr. Jennifer Doering,360,475,1259,3589714876
y,@soccerguy1515,___Soccer Player___|Certified Nurse Assistant Snapchat/ Instagram: nicholastmoore,YourSoccerGuy,200,473,1246,4797017193
y,@Tyde_1,"I am a registered nurse who has traveled the nontraditional nursing path, I am very close to finishing my Masters in Nursing with emphasis on Rural healthcare",Scott Watts,29,472,30,2999423130
y,@MelaniesFiber,"A country girl who reads, writes, loves walking, is a nurse, creates with wool, and most importantly loves her Savior Jesus Christ.
http://onthefarm.etsy.com",On The Farm,1188,471,903,2398046708
y,@Guardian_Lily,Hi its Nurse Lilly aka Emma's Guardian in the witches council doing my best to protect Emma,Lily,70,469,181,2703417085
n,@whitegirl4eva02,"The School Of Arts And Enterprise__
{future nurse}",__Aubree__,751,469,801,2752428553
y,@TheMindNurse,20 year old studying Mental Health Nursing however suffering from BI-Polar disorder myself. Looking to help others whilst using this as a tool to help myself.,The Mind Nurse,67,469,1673,2874311155
n,@AllAboard1991,Retired blackout queen. FL girl. Patriots fan. Future nurse. Grey's Anatomy junkie. Coffee addict. Prosecco lover. Queen of sass & class. Cunning & stunning.,Sasshole,673,469,790,4412191035
y,@LindaMannsLinne,I am a semi-retired nurse taking care of my grandchildren,Linda Manns Linneman,78130,468,2632,2597293170
y,@salazar121378,"Registered  Nurse
Advocate @ Home
Advocate Healthcare",Sha-sha Salazar,34718,468,1184,3106045522
y,@serri_b,"Mom, Nurse, Caligirl.Not that cool but will follow you.SM addict .Life is tough but your swaggness makes a difference.No DM's please & thank you ___",Serri Benik,40,467,459,2937737155
y,@RNalways4ever,"Nurse, wife, stepmother, daughter, student, patient advocate, pro-life, pro-vaccine, Christian, volunteer, compassionate, overachiever, lover, fighter.","Cassandra, RN",2350,467,1521,2991375160
y,@SarahBurton1983,"my student nurse experience from university to graduation. May also mention: ingress, health,
guinea pigs, travel, harry potter, gaming, hamster and reading",Sarah: Student Nurse,1249,467,381,3052934623
y,@EthanTaj11,"Niner Faithful !! Male nurse...#tattoo 
Success is not final, failure is not fatal, it is courage to continue that counts",missyamom,2743,466,688,2392614963
y,@julia_towns,23. Your grandpas favorite nurse. Sports fanatic. Professional Dallas Cowboys hater. Fantasy football goddess. #EaglesNation above all.,Julia,3685,466,452,2802924508
n,@aaronburkholde4,hi everybody my name is Aaron Franklin and my other name is Burkholder one of them names on my nickname I'm gonna put a new picture nurse so hope you guys like,a f b 3,4065,466,1642,3145108371
n,@AmbriaBone,"I'm a singer, growing up wanting to be a nurse, actress, and fashion designer, I love my life......",Ambria Bone,25,466,1406,3304000724
n,@Juulyeeen,lasallian student nurse __// snapchat: juulyeeen,Marinella,11830,465,320,2403299982
n,@jrobbzz,19. student nurse. __,Josie Roberts,1471,465,359,2621829814
y,@shellieboo364,|Dorman alumni Class of '12| PCT CNA | Work a full time nursing job| Major in college is to be a Nurse to become a Traveling BSN RIH Markeith Tracy 10-06-2015,Nurse Shell,8346,464,488,2409400750
y,@CDesRock88,Nurse/Manager/Adult Babysit: I give you IVs so you're not hungover & make sure you don't drink too much at your gigs! Midnite Panda  YYZ,Christa DesRochers,509,463,700,2533315556
n,@Quin_Marek,Dylan O'Brien is the only man in my life(-: your future nurse.,Princess Q,6847,463,332,2941547557
n,@MariamSimpal,Bla bla bla bla bla bla | student nurse | soon to be future RN.,Colon Mariam,359,463,1302,3184657255
y,@2dogsplusbaby,"The good, the bad and the dog hair covered adventures of living with 2 dogs and raising a baby! Mum - Wife - ICU Nurse - wine, tea and chocolate lover!",2dogsplusbaby,47,463,612,3429459117
y,@knifton2,"Avid dog lover, Buddhist meditator, lover of the Natural world, Nurse. Interested current world affairs and anything concerning the planet",Lynn Charlesworth,2661,463,936,4184939056
n,@Harrietilistic,Student nurse,Harriet May Zapata,2109,462,300,2876781578
y,@KristyTheresa,"Mom, nurse, community volunteer. Nothing is more opaque than absolute transparency.",Kristy Lee,893,462,1424,2985776569
