class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
y,@goddessstacey69,this is my private acc. 24yr nurse who loves to have fun and flirt and get kinky.,Jennifer,55,1593,1613,2820691290
n,@Miss_Asteria,18+ / Kinky updates by Student Nurse to #London #RubberMistress Annabel - The #RubberNurse I DO NOT SESSION #LondonMistress #MedicalMistress #Rubberbondage,MistressAnnabel's SN,757,1593,518,2960692769
n,@Santosh424Sp,"Nurse #INDEPENDENT#_______ ____________ __________ _______ ____, ________ ___________ __________, _____________ __ _____________ ______ _____________ _____________ ______________ _____ ____________ ________________ _________________ #____ _____________#",Santoshi,1747,1592,1333,3233652859
y,@NurseJackie615,Christian. Proud Wife. Blessed stay at home Momma of 2 sons! #Vandy Grad. Pediatric RN. #ccot #tcot  #TedCruz2016 #2A #NRA #ProLife Crazy bout Elvis & my horses,Nurse Jackie,5785,1588,1379,2520712394
y,@LgLgarris62,"christian,conservative, nurse,animal lover,pro life,walking dead fan.dislike Hollywood, msm,liberals",Linda g,46900,1577,1489,2737178169
y,@agbg1996,"Nurse, wife, Influenster, Bzzagent, Pinchme member, Smiley360 member. I'm a lover of beauty & skin care products, snacks & new products. Coffee crazy!",angelG,1101,1570,1406,3568446073
n,@MollyMclellan91,"I would be a nurse and u, my dear patient ;) lolx My Skype: lovebunny203",Molly Mclellan,202,1566,2245,3253523785
y,@ppleasant14,"Aspiring Author, Country music Fan, Trivia Junkie, Mother/grandmother, nurse, TX licensed insurance agent....",Paula Pleasant,3737,1565,2473,3251040156
y,@RaeJean9,"Nurse, Liberal. Feminist. Choice. Save Planet, Animals & Protect our Children & Elderly. I block RWNJ'S",RaeJean9,8871,1562,2010,2863570448
y,@littlebuttonboo,"I make Children's Fashion Accessories, Nurse, single mum x",littlebuttonboo,277,1559,1543,2983994711
n,@reinascrubstwt,scrubs designed by a nurse!. please have a look at our site if you have a chance. you won't regret it!,Stacy Kohl,41,1559,1863,3061830014
n,@ThyWntcookie,future nurse..._,cookie_,43263,1550,813,2786642254
y,@AmericanMex067,#CriticalCare RN. Future Nurse Anesthetist. Independent. Latino. Iconoclast. Mexican by blood American by Heart. #Trump2016 #LatinosforTrump #2A #TrumpArmy,AmericanMexican067,9340,1546,1074,3306629815
n,@NigelDynamite,believe in God & the Golden Rule. #nibiru #catholic. Molon Labe. celtic mi'kmaq ancestry. #prolife.,Nurse Dynamite,30700,1544,2045,2685275712
y,@BeachyBeads1,"Beaded Jewelry Designer, Lover of Color and Music,Manatee Lover, Nurse, Loving Wife, Mom of 2, Animal and Nature Lover........and so much more!!",Beachy Beads Jewelry,8883,1544,2038,2901059959
y,@ang4575,"Proud lefty NHS nurse, deflated and disappointed by 5 years of Tory rule. Blocked by Louise Mensch and Kay Burley. #Corbyn4PM",Angela Green,1961,1544,2435,3001042070
y,@vparr3,"Staff nurse, Animal lover & Strictly come dancing fan!",Victoria Parr,5278,1542,1668,2423508063
y,@_paigeolson,"24, Nurse Practitioner to be #hookem _ #UT16 _ Snapchat-@PaigeOlson23",Paige Olson,2813,1537,882,2870526613
y,@OhSotto,_ Proud Filipino | Caviteo | Gemini ___ | Bravo Baste | Nurse | Entrepreneur | Pastry Chef Wannabe _,Oh! Sotto,1350,1536,1488,2921547350
y,@roIlerCosta,"Part time nurse#afc",A \_ i,11009,1535,454,2732216888
n,@nurs_ed_com,"Supporting lifelong learning for the practicing nurse. Concerned about the environment, food quality, and climate change. And bees.",Nurs-ed,9450,1531,2121,3169887048
y,@pinkinktattoo1,"Tara Dunsmore, Breast Cancer Survivor,Nurse & Certified Areola 3D Nipple tattoo artist provides realistic looking areola tattoos for Post mastectomy clients",Pink Ink Tattoo LLC,764,1530,2559,2504571454
n,@nei_monaee,|| Future Nurse ||,March 18th_,6353,1527,1920,2618760963
n,@PiesieAfia,"_____w B$$ _____rs_ w_t _wG_ _Instagram_ : PiesieAfia_Skype_ PiesieAfia_Facebook_ Piesie Afia",__ B.A.E __,30620,1526,154,2465425150
y,@_AbbyBabyyy,SC | Rising Nurse | RIP Brandon Mayo | @_slimreaper_ __ | World Traveler |,DABBy  _,7942,1514,1207,3301087127
y,@drewwerner1690,"Labour Partyfabian society.Glasgow Rangers.and Chelsea fan.ex miner . Comrie colliery.registered nurse for 19 years.level 3 scottish faoakland raiders fan",Drew Werner,259,1513,4050,3386215751
n,@eatmyyythoughts,"*~*~ A Healthier & Happier Life*~*~ Plant-based nurse. WANTS TO LIVE IN A VAN!!! & travel the woorrrrrld!! Or, alternatively, have a smallholding...",Eat My Thoughts,3122,1512,459,2600080464
y,@RhamRN,Nurse|Bisexual|Discreet|PR: Rhammy0209|Let's take it slow.,Rham,3921,1511,531,2846021720
y,@dementiaboy,"Proud NHS nursetrying to #fixdementiacare#dementiaDODementia awareness 1 - 0 Stigma (HT)",andy.tysoe,4364,1509,929,2603133814
y,@IQRA_Raani,"Professional NurseWorking woman .Govt service#PTI",IQRA,88,1490,1783,4585163987
y,@chitownbromo,"A Critical Care nurse, not so closeted anymore. A gay guy who is incredibly single, and is shaken, but not stirred.",Tyler Jameson,2137,1476,2187,3246926595
y,@Vanilla_SweetMe,"I am a nurse... young, intelligent and sweet... Love meeting people. Sexy... Hot... Religious... Caring. Follow me if u can handle me. #TeamArsenal Parody Acct.",Elizabeth,3738,1473,1945,2439976980
n,@NeuvooNurLon,Check out our Nursing jobs in London on our website http://neuvoo.co.uk/jobs/?k=nurse&l=London%2C+United+Kingdom&f=&p=1&r=15,Nursing London,16485,1471,1405,3107071561
y,@AlexndrBerkeley,"I'm a nurse. :)LOVE-AMOR-A_K-LIEBE-________-AMOUR-__-DRAGOSTE-KRLEK-DASHURIA!",Alexandra Berkeley,5,1469,1914,3400908484
n,@quietandsassy_,_Future Nurse_ ~17~  DM me anytime! ~Bestie:@6Hebrews~ {Est: 2/24/14} [_Avi isnt  me_],__,2667,1460,930,2359037052
n,@ujellyxlover,20 _ germany/poland _ nurse to be,Ada ___,43950,1456,2040,3420905129
y,@finnyLaura,"a go getter,i don't discriminate a diehard fun of Chelsea...my connecting curency 105.3 @radiomaisha ,a nurse in moulding.",finny laura mchelsea,6422,1451,1464,3083876854
y,@NoBody_6000,"I love Texas and I miss Michigan. Father of four. Comic book nerd since I was eight. Retired Nurse, and Army Veteran.",Nobody,6432,1450,2100,2362851757
n,@EpicMurse,"I often wear scrubs and play with stethoscopes... And no, I'm not your Dr I'm your nurse!",Epic Murse,707,1450,1536,2571917980
y,@GuerrillaNurse,"Registered Nurse 37 years, manic gardener, butterfly lover, animal rescuer, nurse warrior since 1996, FL rep for SMYS for Change #SMYSOfficial #NursesTakeDC",Melissa Brown,3041,1447,2265,3298028297
y,@lorraine_tinker,"Directorate lead nurse for children & neonatal services, RGN/RSCN/RMN now doctoral student, @ACCNUK vice chair, shopping & cat enthusiast. Tweets my own",lorraine tinker,10087,1429,2106,2381011447
y,@PoutandFlutter,Grab your #younique 3D FibreLash mascara HERE at http://www.poutandflutter.com __ Kathryn - Official Blue status Younique presenter & Nurse __,Pout & Flutter,201,1427,1928,2730588766
y,@danieloliloxip,Nurse aide,"Adam	Terry",33,1413,1470,2823318952
y,@Shannon30446397,Nurse who is passionate about the environment and the well being of all living creatures.  Against all forms of abuse of the voiceless. Adopt don't shop...,Shannon B,14389,1410,1828,2482772117
n,@Michigan_bellee,Single _ 21 _ Jesus follower _ Elephant lover _ Michigan fan _ Republican _ Country Girl _ Future Travel Nurse _ Fit Fam _ Joshua 1:9 _,Lost Wanderer,2271,1410,1128,2867933111
y,@MadamePrez4Ted2,"Are we destined to be ruled by a bunch of old, white men, who compare the world to football and are programmed to defend-Jimmy Buffett. RN, conservative",NJ Nurse for Cruz,519,1408,2092,3110201067
n,@leahbridges82,"I would be a nurse and u, my dear patient ;) lolx My Skype: gorgeousspic8",Leah Bridges,183,1397,2035,3300402301
n,@angharad1963,Our lives begin to end the day we become silent about things that matter._ MLK junior. #truebeliever #auspol #uniteblue #nurse. I block abusive conservatives.,Angharad,7755,1394,2303,2402678916
y,@MmayburyrnMary,Patriotic Registered Nurse taking care of our veterans the best way that I can!,NoMoreFatCats,2525,1384,4404,2611662579
y,@bone_sharon,"mother, grandmother, nurse, free spirit, lightworker, healer,  truth seeker, believer of cannabis and fighter for human rights",Sharon Bone,9758,1378,1711,2829273271
n,@Yvibrantessence,"Nurse mom turned oil mom! Sick & tired of being sick & tired? Here to help others create a better life with essential oils, the life you deserve!",Your Vibrant Essence,41,1376,72,4567751053
y,@TheMamatova,"Actor, USAF(ret), Mom, Wife, Daughter, Aunt & Razorback & Spurs Fan! Ret. Operating Room Nurse, Veteran of Opn. Enduring Freedom-Bagram, Afghanistan 2011-2013",The Mamatova,2434,1368,3553,3565863672
y,@wrinklerecovery,Nurse Practitioner/Prescriber operating a professional clinician led aesthetics clinic for Anti-wrinkle Injections.,victoria aesthetics,407,1359,4965,3472785617
y,@sherry4201,"Wife, mother, Nurse, Liberal progressive, Go Hillary 2016",sherry borgstrom,26934,1355,1510,2756388564
n,@_poppunkGF,Dedicated concert-goer. Animal shelter volunteer. Peace & positivity. Future nurse. @_poppunkbf __,happy lil punk__,13335,1355,574,2809759728
y,@clouim531,27. Wife. Dogmom. Foodie. From Nurse to Entrepreneur. Mom to Be 3/21/15. Recipes. Fitness. Positive Vibes. http://Www.FB.Com/WholefitChelsea,Chelsea,7593,1341,4624,2665574039
y,@Frostyblonde01_,"RN MSN CNN ~ Sacrificing my life to save yours.Please send coffee....",Nurse Gen,6545,1337,952,2896603799
y,@Lefty0971,"Father, Husband & Nurse Changing One Life At A Time Helping People 27 Hours a Day 8 Days a Week",Lefty0971,15769,1321,188,2391021693
n,@elmejo10,"A Specialist Nurse student at King Saud University Riyadh, surviving since 1992 and trying to be different. Proud to be the angel of mercy. Snapchat: el-mejo",Abdulmajeed F.H.A.S.,23402,1320,2009,2635541088
y,@BluebellBw,"Nurse, protector of. small things, stroke survivor, mad about dogs/horses, sailing ships underway, mother, grandmother. Love our beautiful planet, vegetarian.",Bluebell Wood,64163,1318,1301,2962430907
n,@The_FFBC,The Fantastic Flying Book Club (FFBC) is owned by Patricia at The Unofficial Addiction Book Fan Club (@TUABFC) and Anasheh at A Reading Nurse (@Asatoorian).,FFBC,1336,1315,206,2706906024
y,@nursingdiva2016,"Addicted to coffee, wine & success | BSN, RN May 2016 __ | Working in L&D | Masshole | avi is me | Aspiring L&D or Pedi RN",Sassy Nurse To Be,1321,1314,1030,2958772942
y,@kennygibsonnhs,"Nurse, NHS-Commissioner & adopted-Londoner determined to stop vaccine-preventable disease in London by 2020 & improve access to NHS screening programmes",Kenny Gibson,8340,1313,1165,2756661687
y,@njlakic,Reflexologist with 15 years experience I treat all ages & offer baby reflexology  07958532657 registered nurse,Nicola,6314,1312,983,2622997486
n,@Rn4momChelle,"Christian, forever a student Nurse, mom, grandma of 5 & left nursing for job as  manager of German American Society Omaha. Love my family & my life!",chelle RN,2314,1308,1318,2708080903
y,@KenKenhall65,"Dad, husband, trained nurse of 20+ years, carer, freind & counsellor. Politically, have strong socialist leanings. Who am I? I'm still searching to find out.",ken,10490,1307,1844,2714606404
y,@DeannePccn,"Registered Nurse, world traveler, avid photographer, & sassy girl!",DeAnne C.,7561,1299,1539,2758750863
y,@LVFRN7,"Registered Nurse, BSN, MBA. Youth Leader and Minister. Loves music, reading, grilling, and my family. God First Always. . .With GOD all things are possible.",Lorraine V Faison,3289,1299,2122,2872250143
n,@aubriana_donato,19 | Future nurse __,Aubriana Nicole _,4838,1298,1762,2382331278
n,@Jacarrah__,#TeamAkira_ / Future Neonatal Nurse __,Carrah _,24177,1296,1126,2732876741
y,@SchultzTana,"Democrat , so deal with it ! Nurse, worked in Emergency field. All should be treated the same in this world of inequality.",Tana Schultz,8543,1293,1730,2377990530
y,@indu_neupane,Registered Nurse,__________ ________________,1175,1292,526,3259150345
n,@NancieShiroh,{I got myself||I'll catch myself||I'll pick myself up||F**k relying on anyone||I got me||Nurse by profession|||follow for follow|||,#ShiRoN_,1098,1285,1851,3242229580
y,@eviefisher10,"Billy Fisher my beautiful blue eyed son. I love & miss you baby. retired nurse ,Conservative. Christian,Prolife support Milit/cop,Israel,NRA,no PC .Anti Obama.",Evie Fisher,11148,1284,1444,3248500102
n,@NurseEdUK,"UK's FIRST national network for Clinical Nurse Educators. Supporting, developing and connecting CNEs. Sharing knowledge & best practice #CNEnet",NurseEducatorNetwork,1306,1282,1078,2603143087
y,@nancy091013,"Retired nurse,love cats and politics #UniteBlue",Nancy,8218,1282,2122,2927740740
n,@The_NP_Show,"Subscribe to The Nurse Practitioner Show Podcast_æ¢ in Apple, Android, Kindle, Stitcher apps, and more. Hosted by @YourAHI_org",Nurse Practitioner,4219,1279,348,2842631967
y,@sweetcakes1965,"Registered  Nurse. Motherof three. Believes in exercising, lovestraveling. Get lost in music. Movie lover",valerie lorde,1458,1279,2135,2868049516
y,@BravePublic_Hat,a PhD candidate / Manchester UK / Faculty member KSU -Riyadh / Psychiatric and Mental Health Nurse,_Å __Å£,632,1279,1088,2939697177
n,@MarinesCatMom,"everyone waits for a reason. my reason just happens to be a sweet, goofy u.s. marine. 7.15.2014",Tattooed Nurse,15737,1277,742,3072085946
n,@DirtyTeleNurse,"I work on a cardiac floor. I drink after long days of stupidity from fellow coworkers, new residents, annoying family members and ridiculous patients.",A Cardiac Nurse,1141,1275,1792,3417910726
n,@SpecialOps_X,Dowload the app and help the nurse Captain Pearly fight the enemy! She is on a mission!,Special Ops X,221,1267,1742,2952462455
n,@Nurse_Hub,Scouring the web to source the very best content for nurses.,Nurse Hub,874,1265,907,2412469404
n,@Maryam_B_A_97,,Nurse to be,687,1265,2075,2877902078
y,@jay_kanz,|Nurse| blogger| publicist| promoter | CEO;http://hellogh.com | Africa's Best Chosen Female Promoter| Host Of Social Media Riddim|,NIGHT NURSE RIDDIM,8866,1264,569,2712607959
n,@dalie_1998,"11-25-15 Tyler,Cancer__,moonchild,future nurse",Dalis Marie__,2198,1257,1947,2891532135
n,@nursein_trainin,"constantly horny, hungry, or sleepy _avi is me_",your future nurse,1412,1257,894,3392954301
y,@Goldschlagerkid,6 foot 3 | Laid-back | Registered Nurse | Emergency Medical Technician | French-Mediterranean Cuisinier | Stockholder | Spreading love for 26 years and counting,Jagermasturrr,7043,1256,395,2780852840
y,@wanderwithwine1,"Just a Texas girl doing a little wandering with a little #wine. Pediatric nurse, novice #travelblogger, adventure seeker, art lover, foodie, and wino.",Wandering with Wine,212,1248,887,3131762597
n,@mthembunokuthu1,Student nurse | autor | an ambitious lady full of love.living my lyf to the fullest.Queen Tee.        AKA BIG GIRL,Mathulizzzz,182,1244,1827,3078047576
y,@besin_lani,registered nurse....owner of a small fashionable shop....loves nature....believes in God's perfect time,lani besin,20,1238,1902,3135501452
n,@philliponduty,TOP / Nurse Manyakis / Mataba /  Armpit Lover / Heavy Drinker/ Mushroom Head/,Phillip,5623,1232,911,3032887914
n,@JessicaMPicard,"Future Nurse. Fundraising for @WChildCancerUSAThe heart is as frail a craft on which we wish to reach the stars ~ Giotto di Bondone",Jessica Picard,1604,1231,1245,2883537483
y,@GirlyChristian7,___20 _ LPN _ PK _ Baptist___ I want to be a woman who overcomes obstacles by tackling them in faith instead of tiptoeing around them in fear.,Nurse After Christ,1880,1230,1203,2755362748
y,@Beautifulnoora,"Lazy artist /nurse /23 yrs/ _ ______ ___ ____/___ ___ __ ~Commissions : Openv Beautiful.feelingx3@gmail.com",Lalafillin __,6194,1228,209,2637091002
n,@AshBashNichole,Ashton. I like cats & flowers. | RIP VIC __ #TWU18 Nurse Anesthetist in the making _,_ashton_,28285,1224,1035,2381055582
y,@rk773936,"I am a #nurse, I like #rock, #stepdown, #hiphop.    I like watching movie",Carlie,3,1222,1578,3137696353
y,@AstroguyHawaii,"Vulcanology/Geology/Astrophysics/Registered Nurse/Black Belt/Shotokan Karate/Wine/ Animal activist/Indian-Motorcycles/My 6 cats & Retriever/Liberal/Vietnam Vet",ScienceGuy Hawaii,11360,1222,1362,3191403588
y,@Striker0108,"Conservative, 2nd amendment, God Bless America and Israel. Air Force veteran. former firefighter, ER Nurse,diehard WVU fan. LETS GO MOUNTAINEERS!",Infidel,650,1221,1227,3829993275
y,@sleepingcats215,"A nurse, mom, grandmom who loves making jewelry out of colorful beads. Beadweaving & bead embroidery are my favorite methods of creating beauty from beads.",Susan Landon,778,1219,2266,3006213417
y,@EclipseOfiukusu,"_The Snake charmer________ OfiukusuI'm a nurse, but a nasty nurse!_Contract with @HeavenlyEnjeru_Celestial Spirit #FTRP #OOC",Ophiuchus ____________ ,3418,1206,371,2718552934
n,@Emoniee_D,God First . Zaine Mommy . Future Nurse __,D A N I E L S,2909,1204,1605,2926090582
n,@_ParisNextDoor_,"SnapChat| IamQueenParis                               Instagram| Perfect__Homicide                    2k17, July 15__Your Future NeoNatal Nurse",PARIS_,672,1202,1190,3354365800
